Postal Code,Borough,Neighborhood,Postal Latitude,Postal Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Bus Stop: 95 & 116A,43.790198,-79.16979,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Meadowvale Christmas Display,43.788475036621094,-79.16202545166016,General Entertainment
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,SmartStop Self Storage,43.79362673647862,-79.15298044681549,Storage Facility
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Wh13 Basecamp @ The Leigon,43.782788,-79.16373,General Entertainment
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Intensive Care Center,43.79021132623707,-79.17430400848389,Medical Center
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Handyman Connection,43.78390143556434,-79.17099861131925,Office
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,North York Women's Centre,43.78846809024106,-79.17508755680053,Office
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Port Union,43.77894582928036,-79.14094881623615,Neighborhood
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,UTSC - Physics Labs,43.780079,-79.156193,College Lab
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Estheticure,43.787052,-79.177202,Salon / Barbershop
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,98 tanning,43.783862,-79.169597,Tanning Salon
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,St. John's Norway Cemetery & Crematorium,43.78486050975922,-79.14529262552773,Funeral Home
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Eveready Auto Service,43.794,-79.1536,Auto Garage
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Howard Johnson Inns & Suites Scarborough,43.777585727287324,-79.17306571900579,Hotel
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Amby's,43.781584,-79.151517,Assisted Living
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Tony Stacey Centre for Veterans Care,43.78385738484975,-79.16473810455003,Assisted Living
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,38 Highland Creek Wichey Rd Stop,43.78854253451922,-79.14718884541999,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Windshield Stone Chip Repairs,43.7887916,-79.1573032,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Gone With The Dogs,43.78377365087932,-79.16825969054725,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Kingston,43.79107280113457,-79.15914959134402,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,The Kilt Pub,43.78304487251547,-79.17020504886786,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Shammy's Auto Detailing,43.79478777006687,-79.1584771839096,
M1C,Scarborough,"Highland Creek, Rouge Hill, Port Union",43.7845351,-79.16049709999999,Johnny Shawarma,43.794779187445975,-79.15853229945257,Middle Eastern Restaurant
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,KelliAEllis.com,43.76594698390457,-79.18413000125422,Tech Startup
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sir Robert L. Borden BTI,43.76294109161357,-79.19020740440588,School
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,West Hill,43.76567470039825,-79.18623482157008,Neighborhood
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bus Stop : 54 & 86,43.76757344610084,-79.18975903549654,Bus Line
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Giffen-Mack Funeral Home & Cremation Centre,43.7649048630083,-79.19438367056063,Funeral Home
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bus Stop @ Ling,43.7664019360026,-79.18555709658558,Bus Line
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Kingston-Galloway,43.76294143305631,-79.1953753688936,Neighborhood
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Gabby's Express,43.766819704324,-79.1889889352024,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,RBC Royal Bank,43.765328133734414,-79.19121016589851,Bank
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Medical Centre,43.767636,-79.189945,Doctor's Office
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Kingston road community church,43.76400677,-79.19104679,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Doug's Bakery,43.76239968962024,-79.19228454139738,Bakery
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Morningside Laundry,43.76514352427404,-79.18426036834717,Laundry Service
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Wong's karate,43.761940002441406,-79.19465637207031,Athletics & Sports
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,WIND Mobile,43.76703404625588,-79.18986082077026,Electronics Store
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Omega Optical,43.768212,-79.189818,Optical Shop
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,A kut above,43.76537370667712,-79.19350215218634,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Selective Mobile,43.76489,-79.19095,Electronics Store
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Money Mart,43.76593383171467,-79.19151306152342,Bank
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Native Child and Family Services of Toronto,43.76228070552323,-79.1947516330684,Government Building
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Eastview Park,43.7628,-79.194,Park
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,National Thrift,43.76799932703117,-79.19024597235247,Thrift / Vintage Store
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Wonder Season Chinese Restaurant,43.76535407,-79.19053556,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Suburban Glass & Mirror Limited,43.76351937517546,-79.19379966555776,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,4301 kingston rd,43.76224163216784,-79.19415227278404,
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Marina Spa,43.766,-79.191,Spa
M1E,Scarborough,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Sai Illam,43.773293,-79.21919,Hindu Temple
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Woburn,43.77358842614516,-79.2210602760315,Neighborhood
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Densgrove Park,43.76539657689414,-79.2201304734655,Park
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Music Store,43.7625756124723,-79.21546603398181,Music Store
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Rouge Valley Emergency,43.777682,-79.208459,
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Curran Hall Community Recreation Centre,43.77372903332887,-79.20704356990169,Convention Center
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,painted post drive,43.764805,-79.230011,Garden
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,RIM Campus,43.77132037470427,-79.21276696133157,Office
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Action for Neighbourhood Change,43.763037,-79.211122,Building
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,U-Haul Neighborhood Dealer,43.76757,-79.22855,Storage Facility
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,The Coffee Loft,43.76028,-79.222574,
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Zahily,43.762787,-79.21027,
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Spherion,43.77783,-79.227648,
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,JordansFine Basement,43.773119,-79.216257,
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Heather Heights Park,43.77659421354724,-79.21505212783813,Park
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,550 Scarborough Golf Club Road Laundry Room,43.769294,-79.216821,Building
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,One Stop Medical Centre & Boniface Park Medical Centre,43.76159476020541,-79.22603845596312,Office
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Bus Stop (Ellesmere @ Military Trail),43.779576,-79.217398,Bus Stop
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,AR RAHMAN TAX & ACCOUNTING SERVICES CORPORATION,43.7617729782685,-79.22452569007874,Financial or Legal Service
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Firehall #231,43.7647,-79.2277,Government Building
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Atiq's Halal Meat & Grocery,43.7619221386306,-79.22610819339752,Market
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,HB Accounting,43.763198,-79.227247,Bank
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Mia Donna,43.76704216003291,-79.22764778136977,Cosmetics Shop
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,"El rey del cabrito, monterrey city mexico",43.7688,-79.2198,Mexican Restaurant
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Mary's Cleaners,43.771858,-79.209475,Laundry Service
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Patels Cash & Carry,43.76449540658131,-79.22706565743081,Grocery Store
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,RBC Royal Bank,43.7622102,-79.2141256,Bank
M1G,Scarborough,Woburn,43.7709921,-79.21691740000001,Rexall Pharma Plus,43.77277773148927,-79.22249978438997,Pharmacy
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Fastenal,43.78034746897343,-79.24288752901509,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Petro-Canada,43.776308,-79.232247,Gas Station
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Family Tree House Café,43.776736,-79.2416,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Xplosion Gym,43.77511193122287,-79.23995245087517,College Gym
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Professional Int & Ext Car Detailing,43.770436,-79.23942,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,1940 Ellesmere,43.77493892025111,-79.24013968186222,Building
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Bell Canada,43.77966693705193,-79.24029387180671,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Klass Protection Ltd,43.77867028776003,-79.23829078674316,Coworking Space
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,But And Ben,43.773123,-79.24611,Bakery
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,All Weather,43.775566,-79.23924,Building
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Tangerines,43.77629,-79.23487,Asian Restaurant
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Jive Burger,43.775982989674596,-79.23517242758804,Burger Joint
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Scarborough Ice Galaxy,43.77449679438365,-79.23728176422665,Skating Rink
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Rogers Plus,43.774594666666665,-79.24130043333334,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Advertising injection,43.777146,-79.245225,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Dentist Dr. Wiseglass,43.775453,-79.232653,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Sunoco,43.77022546637518,-79.24497451753267,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Aqua Ice,43.777356,-79.236657,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,E1 music (Entertaiment One),43.777294,-79.237058,
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Rangers Supporters Club,43.775291006963904,-79.2400515732089,Building
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,allcargos Event Rentals,43.77332305908203,-79.24031066894531,Building
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,MVN Law Office,43.77544063691452,-79.24135667418388,Office
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,ScrumDIDDLYumptious Sweets Bake Shop,43.77617357520185,-79.24092714928213,Bakery
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Y.U. Oriental,43.775122,-79.239793,Spa
M1H,Scarborough,Cedarbrae,43.773136,-79.23947609999999,Label Lady,43.77688934392759,-79.24715506812818,Bridal Shop
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Diamond Pizza,43.743699384861635,-79.24592163153024,Pizza Place
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,The Church of Jesus Christ of Latter-day Saints,43.741189,-79.238554,Church
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,True Discount Convenience Store,43.74385420196717,-79.24464963318577,Convenience Store
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Circle K,43.7389638,-79.2378423,Convenience Store
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Michi Me's,43.747637526164134,-79.24392827578747,Salon / Barbershop
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,The Hamrick Estate,43.744965,-79.230431,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,CJ and Maureen's,43.746806,-79.231679,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,McCowan Park,43.74508851212816,-79.239335687338,Playground
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Eglinton East,43.740368264425456,-79.23517242758804,Neighborhood
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,WIND Mobile,43.73917,-79.24576,Electronics Store
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,John McCrae Senior P.S.,43.743901704773315,-79.2404976224167,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,McCowan Road Junior Public School,43.74379,-79.23938,Elementary School
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,White Block,43.746246,-79.244652,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Jazz Unisex Salon,43.742345,-79.230176,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,25 Trudelle St,43.74063458135927,-79.24444589158128,Residential Building (Apartment / Condo)
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Goodwill Employment Services,43.74362244805638,-79.24045356826821,Non-Profit
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Neighbourhood gardens,43.73855453125323,-79.2429447131595,Garden
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Trudelle Park,43.74372285772587,-79.24592813915646,Playground
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Kim's Tuck Shop,43.741956527572626,-79.23185348510742,Convenience Store
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Reeny's Hair Design,43.747773,-79.245601,Salon / Barbershop
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,White Blocks,43.743847635617534,-79.24570137335728,Building
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Steve McLean's Rock Club,43.740202134331824,-79.24310228722985,Rock Club
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Tim Hortons,43.7389916331723,-79.2389613389968,Coffee Shop
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,McDonald's,43.738943305101365,-79.23979731899568,Fast Food Restaurant
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Danforth Village Estates,43.74392265335236,-79.24726184386401,Residential Building (Apartment / Condo)
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,More Then Wax,43.742264,-79.242138,Business Service
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Money Mart,43.73917,-79.24576,Bank
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Super 8 hotel,43.740565960097065,-79.23271395780239,
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Eglinton GO Station,43.739701465456726,-79.23228116650037,Train Station
M1J,Scarborough,Scarborough Village,43.7447342,-79.23947609999999,Dream World,43.73772560022869,-79.23879601592222,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Bros. CONVENIENCE,43.72778143829621,-79.26570835903846,Convenience Store
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Kennedy Subway/RT Station,43.73258189986914,-79.26343026387866,Metro Station
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Canada post,43.732997,-79.267239,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Corvette Park,43.725826277863725,-79.25985191449753,Playground
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,TTC Bus #57 Midland,43.740333776359826,-79.26555484159393,Bus Line
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Kennedy GO Station,43.73227476873184,-79.26241750386065,Train Station
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Eager beaver sports limited,43.732313,-79.264174,Sporting Goods Shop
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Corvette Smoke and gift,43.725071,-79.26461,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Sandy's Restaurant & Bar,43.731776,-79.272499,Restaurant
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,WIND Mobile,43.73177062912329,-79.27075624465942,Electronics Store
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,CARQUEST Auto Parts,43.73342,-79.26629,Automotive Shop
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Quicky Convenience,43.72253640100558,-79.25620711535181,Convenience Store
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Kay and steves,43.726218,-79.256101,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,council of agencies serving sourh asians,43.732602,-79.266974,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Dr.Shogilev,43.732481,-79.257241,
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,665 Kennedy Rd.,43.7260730723832,-79.26506560293107,Residential Building (Apartment / Condo)
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,711 Kennedy Road,43.728583,-79.265533,Residential Building (Apartment / Condo)
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,Between Wilson and Downsview,43.73359564792374,-79.2632268061095,Metro Station
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,10 ionview rd,43.732269287109375,-79.27180480957031,Residential Building (Apartment / Condo)
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,St Maria Goretti Roman Catholic Church,43.72936110278258,-79.26613363003058,Church
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,McDonald's,43.724557787344274,-79.25317334522373,Fast Food Restaurant
M1K,Scarborough,"East Birchmount Park, Ionview, Kennedy Park",43.7279292,-79.26202940000002,TTC Bus #43 - Kennedy,43.73274357839762,-79.26408564983338,Bus Line
